だれが,なにを,エリア,どこで,施設名,住所,電話番号
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,マハラジャ,825‐0015　福岡県田川市伊田町５−２−２Ｆ,0947456900
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,もやしそば己城,826‐0026　福岡県田川市春日町1-25　井手口ビル1F,0947429697
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ラウンジYANYAN,825‐0015　福岡県田川市伊田町2980-20　マミービル　1F,0947448997
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,カフェ・グラントリノ,826‐0043　福岡県田川市奈良240-9,0947450515
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,相撲茶屋　貴ノ花,826‐0042　福岡県田川市大字川宮1776-1,0120428585
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,一平食堂,826‐0022　福岡県田川市本町4-14,0947443579
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,スティーブンスピルバーガー,825‐0014　福岡県田川市魚町10-4,0947858466
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,船場,825‐0014　福岡県田川市魚町6-20,0947424863
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,しっとう屋,825‐0015　福岡県田川市伊田町15-8,0947460085
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,幸楽園,825‐0016　福岡県田川市新町23-34,0947426265
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,八幡茶屋,825‐0015　福岡県田川市伊田町3052-1　三愛ビル１階,0947463886
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,田川伊田駅舎施設,825‐0002　福岡県田川市大字伊田2621番地3,0947858325
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,村まつり,825‐0012　福岡県田川市日の出町３０７６-９,0947447721
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,PURE CAFE,825‐0014　福岡県田川市魚町8-25,0947858435
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,スナックサプリ,825‐0015　福岡県田川市伊田町15-1F,0947462316
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,カレーハウスcoco壱番屋　メルクス田川店,826‐0042　福岡県田川市大字川宮１６９９?２７,0947490203
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,はちや,826‐0045　福岡県田川市大字猪国1218-1,0947449431
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ガネーシャキッチン,825‐0015　福岡県田川市伊田町6-25,0947447539
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ジョイフル伊田店,825‐0002　福岡県田川市大字伊田2713-2,0947471200
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,HEAT,825‐0012　福岡県田川市日の出町4-11　2F,0947457140
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ガスト田川店,826‐0042　福岡県田川市川宮1693−2,0947471532
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,汐路,826‐0022　福岡県田川市本町6-11,0947420462
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,DINING海と大地,825‐0005　福岡県田川市糒1907‐29,0947453838
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,酒房　勇魚,825‐0015　福岡県田川市伊田町9-14,0947427986
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,南太平洋,825‐0015　　福岡県田川市伊田町９−８,0947424888
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,味よし,825‐0015　福岡県田川市伊田町16-2-1階,0947421052
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,宝来軒,825‐0016　福岡県田川市新町20−21,0947459133
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,濱かつ　田川夏吉店,825‐0004　福岡県田川市夏吉477-2,0947463071
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,Blue,826‐0042　福岡県田川市川宮９１８?8,0947422711
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,みのる酒＆食,826‐0042　福岡県田川市大字川宮１７７４−１,0947450533
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,かみ沖,826‐0023　福岡県田川市上本町1-36,0947443851
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ベルセゾン・ナカムラ,826‐0041　福岡県田川市大字弓削田3782-1,0947443573
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,イタリアン Human Rush,825‐0004　福岡県田川市夏吉453-2　雅の杜,0947421151
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,スパゲティーハウス・エスト,826‐0041　福岡県田川市大字弓削田３３２−１,0947423051
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ながひろ,825‐0004　福岡県田川市大字夏吉453-2,0947423660
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,大橋ドライブイン,825‐0002　福岡県田川市大字伊田4859,0947424800
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,樹庵,826‐0042　福岡県田川市大字川宮１２４−１,0947452222
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,TANTO,825‐0016　福岡県田川市新町11-56,0947426330
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,一休庵,825‐0002　福岡県田川市大字伊田4974,0947463242
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,といのドーナツ,826‐0041　福岡県田川市大字弓削田3807-1,0947455253
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,朝日家,825‐0014　福岡県田川市魚町14−27,0947442097
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ダンヒル,825‐0015　福岡県田川市伊田町６−３４−２Ｆ,0947446086
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ひとしずく,825‐0009　福岡県田川市大字伊田5000-36,0947457456
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,和食の店　かしわぎ,825‐0002　福岡県田川市大字伊田4650-1,0947460280
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,マクドナルド田川バイパス店,825‐0002　福岡県田川市大字伊田4332,0947463908
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,友悠亭,825‐0015　福岡県田川市伊田町16-8,0947456338
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,手作りケーキの店　ノエル,825‐0005　福岡県田川市糒1700-50,0947441226
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,華扇,825‐0018　福岡県田川市番田町7-3,0947446894
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,山小屋ラーメン　メルクス田川店,826‐0042　福岡県田川市川宮1699-30,0947423000
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,居酒屋　花野の香,825‐0013　福岡県田川市中央町６−５１,0947460151
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,楽笑酒場　くいしん坊,825‐0014　福岡県田川市魚町13‐18,0947420030
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,夢や,825‐0002　福岡県田川市伊田1499-1,0947429511
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,森本　うなぎ屋,826‐0022　福岡県田川市本町1-28,0947420031
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ANGELICA,825‐0004　福岡県田川市大字夏吉194-18,0947420311
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,麺たらこ,825‐0002　福岡県田川市大字伊田3484−1,0947442934
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,飛龍ラーメン,826‐0041　福岡県田川市弓削田3513-3,0947455657
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ふくみや,825‐0002　福岡県田川市伊田2721,0947449240
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,バードコーヒー,825‐0002　福岡県田川市大字伊田2717鎮西団地内9009,0947462232
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,はま寿司　田川店,826‐0042　福岡県田川市大字川宮７１０−１,0947492677
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,DINER,825‐0004　福岡県田川市夏吉1733-1,0947232588
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,じゅらく,825‐0002　福岡県田川市大字伊田４９６８−１１,0947508015
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,彩食屋CHIKUCHIKU,825‐0014　福岡県田川市伊田4479-2,0947453534
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,若とり,826‐0022　福岡県田川市本町3-29,0947427523
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,さくら,825‐0015　福岡県田川市伊田町９−１８,0947420388
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,栄寿司,825‐0015　福岡県田川市伊田町2-34,0947420125
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,SP,825‐0012　福岡県田川市日の出町5-30　訪問者ビル2階,0947461822
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,すし処　富蔵,825‐0012　福岡県田川市日の出町5,0947453649
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,花実や,825‐0002　福岡県田川市大字伊田3563-1-1Ｆ,0947458792
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ニュータガワ,826‐0022　福岡県田川市本町3-22,0947420637
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,味処　あっぷる亭,825‐0002　福岡県田川市大字伊田4969,0947456589
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,串屋　とり啓,826‐0023　福岡県田川市上本町9-1,0947454845
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,よしずや,825‐0002　福岡県田川市大字伊田5000,0947460606
障がいのある方・車いす使用者,食べる,筑豊エリア,田川市,ＳＩＥＳＴＡ酒肴・麦,825‐0015　福岡県田川市伊田町１−６,0947462146
